category,name,guid,nickname,description,type,library
Display,Text Tag 3D,5a41528b-12b9-40dc-a3f2-842034d267c4,Tag,Represents a list of 3D text tags in a Rhino viewport,Grasshopper.Kernel.Components.GH_TextTag3DComponent,Grasshopper
Display,Value Tracker,615367b4-c9d0-4cb7-986c-cb861226136f,Tracker,Track a collection of numeric values over time,Grasshopper.Kernel.Special.GH_ValueTracker,Grasshopper
Display,Vector Display,2a3f7078-2e25-4dd4-96f7-0efb491bd61c,VDis,Preview vectors in the viewport,VectorComponents.VectorComponents.Component_VectorDisplay,Vector Components
Display,Vector Display Ex,11e95a7b-1e2c-4b66-bd95-fcad51f8662a,VDisEx,Preview vectors in the viewport,VectorComponents.VectorComponents.Component_VectorDisplay2,Vector Components
Display,Viewport Display,b78d95bc-dffb-414c-b177-c611c92580b9,Viewport Display,Display viewport on canvas,CurveComponents.ViewportDisplayComponent,Curve Components
Intersect,Boundary Volume,b57bf805-046a-4360-ad76-51aeddfe9720,BVol,Create a closed polysurface from boundary surfaces,SurfaceComponents.SolidComponents.Component_CreateSolid,Surface Components
Intersect,Box Slits,2d3b6ef3-5c26-4e2f-bcb3-8ffb9fb0f7c3,Slits,Add slits to a collection of intersecting boxes,SurfaceComponents.SolidComponents.Component_BoxSlits,Surface Components
Intersect,Brep | Brep,904e4b56-484a-4814-b35f-aa4baf362117,BBX,Solve intersection events for two Breps.,SurfaceComponents.SolidComponents.Component_BRepIntersection,Surface Components
Intersect,Brep | Curve,20ef81e8-df15-4a0c-acf1-993a7607cafb,BCX,Solve intersection events for a Brep and a curve.,SurfaceComponents.SolidComponents.Component_BRepCurveIntersect,Surface Components
Intersect,Brep | Line,ed0742f9-6647-4d95-9dfd-9ad17080ae9c,BLX,Solve intersection events for a Brep and a line.,SurfaceComponents.SolidComponents.Component_BRepLineIntersect,Surface Components
Intersect,Brep | Plane,4fe828e8-fa95-4cc5-9a8c-c33856ecc783,Sec,Solve intersection events for a Brep and a plane (otherwise known as section).,SurfaceComponents.SolidComponents.Component_BRepSection,Surface Components
Intersect,Clash,4439a51b-8d24-4924-b8e2-f77e7f8f5bec,Clash,Perform clash analysis on a set of shapes.,ClashComponents.ClashComponent,Transform Components
Intersect,Collision Many|Many,2168853c-acd8-4a63-9c9b-ecde9e239eae,ColMM,Test for many|many collision between objects,SurfaceComponents.AnalysisComponents.Component_CollisionManyToMany,Surface Components
Intersect,Collision One|Many,bb6c6501-0500-4678-859b-b838348981d1,ColOM,Test for one|many collision between objects,SurfaceComponents.AnalysisComponents.Component_CollisionOneToMany,Surface Components
Intersect,Contour,3b112fb6-3eba-42d2-ba75-0f903c18faab,Contour,Create a set of Brep or Mesh contours,SurfaceComponents.SolidComponents.Component_Contour1,Surface Components
Intersect,Contour (ex),246cda78-5e88-4087-ba09-ae082bbc4af8,Contour,Create a set of Brep or Mesh contours,SurfaceComponents.SolidComponents.Component_Contour2,Surface Components
Intersect,Curve | Curve,84627490-0fb2-4498-8138-ad134ee4cb36,CCX,Solve intersection events for two curves.,CurveComponents.Component_CurveIntersection,Curve Components
Intersect,Curve | Line,0e3173b6-91c6-4845-a748-e45d4fdbc262,CLX,Solve intersection events for a curve and a line.,CurveComponents.Component_CurveLineIntersection,Curve Components
Intersect,Curve | Plane,b7c12ed1-b09a-4e15-996f-3fa9f3f16b1c,PCX,Solve intersection events for a curve and a plane.,CurveComponents.Component_CurvePlaneIntersection,Curve Components
Intersect,Curve | Self,0991ac99-6a0b-47a9-b07d-dd510ca57f0f,CX,Solve all self intersection events for a curve.,CurveComponents.Component_CurveSelfIntersection,Curve Components
Intersect,IsoVist,cab92254-1c79-4e5a-9972-0a4412b35c88,IVist,Compute an isovist sampling at a location,TriangulationComponents.Component_Isovist,Triangulation Components
Intersect,IsoVist Ray,93d0dcbc-6207-4745-aaf7-fe57a880f959,IVRay,Compute a single isovist sample at a location,TriangulationComponents.Component_IsovistRay,Triangulation Components
Intersect,Line | Line,6d4b82a7-8c1d-4bec-af7b-ca321ba4beb1,LLX,Solve intersection events for two lines.,CurveComponents.Component_LineLineIntersection,Curve Components
Intersect,Line | Plane,75d0442c-1aa3-47cf-bd94-457b42c16e9f,PLX,Solve intersection event for a line and a plane.,CurveComponents.Component_LinePlaneIntersection,Curve Components
Intersect,Mesh Difference,4f3147f4-9fcd-4a7e-be0e-b1841caa5f97,MDif,Perform a solid difference on two sets of meshes,SurfaceComponents.MeshComponents.Component_MeshBooleanDifference,Surface Components
Intersect,Mesh Intersection,95aef4f6-66fc-477e-b8f8-32395a837831,MInt,Perform a solid intersection on a set of meshes,SurfaceComponents.MeshComponents.Component_MeshBooleanIntersection,Surface Components
Intersect,Mesh Split,afbf2fe0-4965-48d2-8470-9e991540093b,MSplit,Mesh Mesh split,SurfaceComponents.MeshComponents.Component_MeshMeshSplit,Surface Components
Intersect,Mesh Union,88060a82-0bf7-46bb-9af8-bdc860cf7e1d,MUnion,Perform a solid union on a set of meshes,SurfaceComponents.MeshComponents.Component_MeshBooleanUnion,Surface Components
Intersect,Mesh | Curve,19632848-4b95-4e5e-9e86-b79b47987a46,MCX,Mesh Curve intersection,SurfaceComponents.MeshComponents.Component_MeshCurveIntersect,Surface Components
Intersect,Mesh | Mesh,21b6a605-9568-4bf8-acc1-631565d609d7,MMX,Mesh Mesh intersection,SurfaceComponents.MeshComponents.Component_MeshMeshIntersect,Surface Components
Intersect,Mesh | Plane,3b1ae469-0e9b-461d-8c30-fa5a7de8b7a9,Sec,Solve intersection events for a Mesh and a Plane (otherwise known as section).,SurfaceComponents.SolidComponents.Component_MeshSection,Surface Components
Intersect,Mesh | Ray,4c02a168-9aba-4f42-8951-2719f24d391f,MeshRay,Intersect a mesh with a semi-infinite ray,SurfaceComponents.SolidComponents.Component_MeshRayIntersect,Surface Components
Intersect,Multiple Curves,931e6030-ccb3-4a7b-a89a-99dcce8770cd,MCX,Solve intersection events for multiple curves.,CurveComponents.Component_CurvesIntersection,Curve Components
Intersect,Plane Region,80e3614a-25ae-43e7-bb0a-760e68ade864,PlReg,Create a bounded region from intersecting planes.,VectorComponents.PlaneComponents.Component_PlaneSliceRegion,Vector Components
Intersect,Plane | Plane,290cf9c4-0711-4704-851e-4c99e3343ac5,PPX,Solve the intersection event of two planes.,VectorComponents.PlaneComponents.Component_PlanePlaneIntersect,Vector Components
Intersect,Plane | Plane | Plane,f1ea5a4b-1a4f-4cf4-ad94-1ecfb9302b6e,3PX,Solve the intersection events of three planes.,VectorComponents.PlaneComponents.Component_3PlaneIntersect,Vector Components
Intersect,Point Cloud Contour,a45e648e-a4f5-4408-a222-9b67f64a8622,PC Contour,Create a series of planar curves by intersecting planes with a cloud of points,IOComponents.Rhinoceros.PointClouds.Component_PointCloudContour,IO Components
Intersect,Point Cloud Section,e28fa9c3-aed2-4595-bbd3-497255f7280c,PC Section,Create a planar section by intersecting a plane with a cloud of points,IOComponents.Rhinoceros.PointClouds.Component_PointCloudSection,IO Components
Intersect,Region Difference,f72c480b-7ee6-42ef-9821-c371e9203b44,RDiff,Difference between two sets of planar closed curves (regions),SurfaceComponents.SolidComponents.Component_CurveBooleanDifference,Surface Components
Intersect,Region Intersection,477c2e7b-c5e5-421e-b8b2-ba60cdf5398b,RInt,Intersection between two sets of planar closed curves (regions),SurfaceComponents.SolidComponents.Component_CurveBooleanIntersection,Surface Components
Intersect,Region Slits,0feeeaca-8f1f-4d7c-a24a-8e7dd68604a2,RSlits,Add slits to a collection of intersecting planar regions,SurfaceComponents.SolidComponents.Component_RegionSlits,Surface Components
Intersect,Region Union,1222394f-0d33-4f31-9101-7281bde89fe5,RUnion,Union of a set of planar closed curves (regions),SurfaceComponents.SolidComponents.Component_CurveBooleanUnion,Surface Components
Intersect,Solid Difference,fab11c30-2d9c-4d15-ab3c-2289f1ae5c21,SDiff,Perform a solid difference on two Brep sets.,SurfaceComponents.SolidComponents.Component_BooleanDifference,Surface Components
Intersect,Solid Intersection,5723c845-cafc-442d-a667-8c76532845e6,SInt,Perform a solid intersection on two Brep sets.,SurfaceComponents.SolidComponents.Component_BooleanIntersection,Surface Components
Intersect,Solid Union,10434a15-da85-4281-bb64-a2b3a995b9c6,SUnion,Perform a solid union on a set of Breps.,SurfaceComponents.SolidComponents.Component_BooleanUnion,Surface Components
Intersect,Split Brep,ef6b26f4-f820-48d6-b0c5-85898ef8888b,Split,Split one brep with another.,SurfaceComponents.SolidComponents.Component_SplitBrep,Surface Components
Intersect,Split Brep Multiple,03f22640-ff80-484e-bb53-a4025c5faa07,SplitMul,Split one brep with a bunch of others.,SurfaceComponents.SolidComponents.Component_SplitBrepMultiple,Surface Components
Intersect,Split with Brep,4bdc2eb0-24ed-4c90-a27b-a32db069eaef,Split,Split a curve with a Brep.,CurveComponents.Component_SplitCurveBRep,Curve Components
Intersect,Split with Breps,5b742537-9bcb-4f06-9613-866da5bf845e,Split,Split a curve with multiple Breps.,CurveComponents.Component_SplitCurveMultipleBReps,Curve Components
Intersect,Surface Split,7db14002-c09c-4d7b-9f80-e4e2b00dfa1d,SrfSplit,Split a surface with a bunch of curves.,SurfaceComponents.SolidComponents.Component_SurfaceCurveSplit,Surface Components
Intersect,Surface | Curve,68546dd0-aa82-471c-87e9-81cb16ac50ed,SCX,Solve intersection events for a surface and a curve.,SurfaceComponents.SolidComponents.Component_SurfaceCurveIntersect,Surface Components
Intersect,Surface | Line,a834e823-ae01-44d8-9066-c138eeb6f391,SLX,Solve intersection events for a surface and a line.,SurfaceComponents.SolidComponents.Component_SurfaceLineIntersect,Surface Components
Intersect,Trim Solid,f0b70e8e-7337-4ce4-a7bb-317fc971f918,Trim,Cut holes into a shape with a set of solid cutters.,SurfaceComponents.SolidComponents.Component_BooleanTrim,Surface Components
Intersect,Trim with Brep,3eba04bc-00e8-416d-b58f-a3dc8b3e22e2,Trim,Trim a curve with a Brep.,CurveComponents.Component_TrimCurveBRep,Curve Components
Intersect,Trim with Breps,916e7ebc-524c-47ce-8936-e50a09a7b43c,Trim,Trim a curve with multiple Breps.,CurveComponents.Component_TrimCurveMultipleBReps,Curve Components
Intersect,Trim with Region,3092caf0-7cf9-4885-bcc0-e635d878832a,Trim,Trim a curve with a region.,CurveComponents.Component_TrimCurveRegion,Curve Components
Intersect,Trim with Regions,26949c81-9b50-43b7-ac49-3203deb6eec7,Trim,Trim a curve with multiple regions.,CurveComponents.Component_TrimCurveMultipleRegions,Curve Components
Kangaroo2,AlignFaces,eda40a97-17ec-4a46-99bc-21d952b80ece,AlignFaces,Align faces of a pair of rigid bodies,Kangaroo2Component.GoalComponents.AlignFacesComponent,Kangaroo2 Components
Kangaroo2,Anchor,3c30b1a1-4473-4ad4-a700-ea9770726c03,Anchor,Anchor,Kangaroo2Component.GoalComponents.Anchor2Component,Kangaroo2 Components
Kangaroo2,Anchor,b476d3d0-4daf-489c-b91a-49f5dd72a256,Anchor,Anchor,Kangaroo2Component.GoalComponents.AnchorComponent,Kangaroo2 Components
Kangaroo2,AnchorXYZ,2128cde3-9694-40b0-874c-670c89341acd,AnchorXYZ,"Fix a point only along chosen world axes. If you need to reset the initial position, disconnect then reconnect the Point input.",Kangaroo2Component.GoalComponents.AnchorXYZComponent,Kangaroo2 Components
Kangaroo2,Angle,f5f95b51-7431-4e80-a32f-d33e5dee53a5,Angle,Angle,Kangaroo2Component.GoalComponents.AngleComponent,Kangaroo2 Components
Kangaroo2,AngleSnap,c5ca5c17-3d7c-4848-b994-a7406dc519ed,AS,Snap the angle between 2 lines to the closest whole number multiple of a given value,Kangaroo2Component.GoalComponents.AngleSnapComponent,Kangaroo2 Components
Kangaroo2,Beam,3f8b0f83-6e8e-4a9d-b0ff-9474cc9eb89b,Beam,Beam resisting bending and torsion,Kangaroo2Component.GoalComponents.BeamComponent,Kangaroo2 Components
Kangaroo2,Bipartite,8cb1880b-464e-470e-87af-ea27ae95132d,Bipartite,Attempt to assign a boolean to each vertex of a mesh such that no connected vertices share the same value,Kangaroo2Component.UtilityComponents.Bipartite,Kangaroo2 Components
Kangaroo2,Bomb,2f3fd2e9-2cc4-47be-af5a-2f3916f76a92,B,Causes an explosion after a given number of iterations,Kangaroo2Component.GoalComponents.BombComponent,Kangaroo2 Components
Kangaroo2,BouncySolver,0febdb68-70bd-4882-b5e4-f68d1cddc4ae,BouncySolver,Solver with momentum,Kangaroo2Component.KangarooBounce,Kangaroo2 Components
Kangaroo2,ByParent,5a4ba654-7203-474d-83d6-7f1cdfc0a41f,ByParent,"Refine a Mesh, separating outputs by parent face",Kangaroo2Component.UtilityComponents.ByParent,Kangaroo2 Components
Kangaroo2,Checkerboard,c0139ec9-4e5a-4978-ab5f-31f5deb9ba4e,Checkerboard,Attempt to assign a boolean to each face of a mesh such that no adjacent faces share the same value,Kangaroo2Component.UtilityComponents.Checkerboard,Kangaroo2 Components
Kangaroo2,ClampAngle,d228945d-3133-412f-9283-d2ac418e82a2,ClampAngle,Keep an angle between 2 lines within a given range,Kangaroo2Component.GoalComponents.ClampAngleComponent,Kangaroo2 Components
Kangaroo2,ClampLength,0822cf4a-be2e-4352-aed2-dad197f0611e,ClampLength,Keep length within given bounds,Kangaroo2Component.GoalComponents.ClampLengthComponent,Kangaroo2 Components
Kangaroo2,CoCircular,6e9f7437-714b-4140-99e8-0842de58f59c,CoCircular,CoCircular,Kangaroo2Component.GoalComponents.CoCircularComponent,Kangaroo2 Components
Kangaroo2,CoLinear,236d3928-a06f-4c60-bd2d-787691421391,CoLinear,CoLinear,Kangaroo2Component.GoalComponents.CoLinearComponent,Kangaroo2 Components
Kangaroo2,CoPlanar,8f78572b-7fd0-4795-b444-3de3ca5933ae,CoPlanar,CoPlanar,Kangaroo2Component.GoalComponents.CoPlanarComponent,Kangaroo2 Components
Kangaroo2,CoSpherical,dd500398-727a-466f-9b51-83634266a83a,CoSpherical,CoSpherical,Kangaroo2Component.GoalComponents.CoSphericalComponent,Kangaroo2 Components
Kangaroo2,Coincident,c955cf0a-2294-423d-bf1a-fc5cba5d2103,C,Equivalent to a zero length constraint between a pair of points,Kangaroo2Component.GoalComponents.CoincidentComponent,Kangaroo2 Components
Kangaroo2,Collide2d,4dd9ea95-2ec8-44e3-a772-0e5889d95344,C2d,Collisions between closed polygons in a given plane,Kangaroo2Component.GoalComponents.Collide2dComponent,Kangaroo2 Components
Kangaroo2,Collider,94bf912d-4d0c-4764-a100-5813a98a8b73,Collider,Collisions between thickened line segments and spheres,Kangaroo2Component.GoalComponents.ColliderComponent,Kangaroo2 Components
Kangaroo2,Combine&Clean,2491e794-8360-4317-b0ad-4950f6e0906a,Clean,"Combine and Clean a list of meshes, removing unused and duplicate vertices",Kangaroo2Component.UtilityComponents.MeshClean,Kangaroo2 Components
Kangaroo2,Concentric,ec32b3f0-38ac-4c29-9af8-1043d66ff3c5,Concentric,Align axes of a pair of rigid bodies,Kangaroo2Component.GoalComponents.ConcentricComponent,Kangaroo2 Components
Kangaroo2,Conicalize,54443347-13e2-4ad6-b68f-53c878d32c84,Conical,Adjust a quad mesh to make vertices conical - so the mesh has a face-face offset (See the paper 'The focal geometry of circular and conical meshes' for details). Use together with Planarize,Kangaroo2Component.GoalComponents.ConicalizeComponent,Kangaroo2 Components
Kangaroo2,ConstantTension,c9cf79b9-eced-4591-8f8e-641739df0211,CT,An element which adapts its stiffness to maintain a constant force,Kangaroo2Component.GoalComponents.ConstantTensionComponent,Kangaroo2 Components
Kangaroo2,CurveCollide,da30b731-7ec7-4cd5-88e6-a6009a681a13,CC,Collisions between closed curves in a given plane,Kangaroo2Component.GoalComponents.CurveCollideComponent,Kangaroo2 Components
Kangaroo2,CurvePointCollide,02b1c69b-b3f7-4528-988e-449a59963e5e,CPC,Keep a set of points outside or inside a given 2d curve,Kangaroo2Component.GoalComponents.Curve2dPointComponent,Kangaroo2 Components
Kangaroo2,CyclicQuad,15ab0db0-5093-4a37-854a-cee70457a847,CyclicQuad,Make a quadrilateral have a circumscribed circle,Kangaroo2Component.GoalComponents.CyclicQuadComponent,Kangaroo2 Components
Kangaroo2,CyclicQuad,5d81faae-befc-4c12-b558-beaf2ebee8f1,CyclicQuad,Make a quadrilateral have a circumscribed circle,Kangaroo2Component.GoalComponents.CyclicQuadComponent2,Kangaroo2 Components
Kangaroo2,Developablize,856bd786-9f29-4052-b721-0d64b7b3f3ea,Developablize,"Turn a triangular mesh into developable patches with creases. Based on the paper 'Developability of Triangle Meshes' by Stein, Grinspun & Crane",Kangaroo2Component.GoalComponents.DevelopablizeComponent,Kangaroo2 Components
Kangaroo2,Diagonalize,77e9376b-a397-4010-9b2c-dd0326107a91,Diag,Replace each edge with a new face,Kangaroo2Component.UtilityComponents.Diagonalize,Kangaroo2 Components
Kangaroo2,Direction,6d36a97d-811f-423a-a4a1-35a7a7637697,Direction,"Align a line segment with a given vector, or if none supplied, the closest of the World XYZ vectors",Kangaroo2Component.GoalComponents.DirectionComponent,Kangaroo2 Components
Kangaroo2,DotDisplay,d27b55c6-9d5f-4d05-be7b-b91009aad383,Dot,Show points as round dots,Kangaroo2Component.UtilityComponents.DotDisplay,Kangaroo2 Components
Kangaroo2,DynamicWeight1d,7db2c4c9-15b5-4378-8495-a8f9a8db5723,DW,"A load in the negative Z direction, which updates its magnitude according to the length of the line",Kangaroo2Component.GoalComponents.DynamicWeight1dComponent,Kangaroo2 Components
